column1;audios;date;domain;intent;lastModified;sentence;sentenceid;slots
438;69;18/08/2022 7:56;;requirements;03/02/2023 11:49;Sería tan amable de explicarme como me podo dar de alta?;73a806f5-eace-41a8-abc2-7b83d72d84f5;[]
439;70;18/08/2022 7:56;;requirements;03/02/2023 11:49;Necesito axuda co proceso de alta en chave tres seis cinco;54a8f251-cbb6-40c6-9316-3c1e365f7bb5;[]
440;70;18/08/2022 7:56;;requirements;03/02/2023 11:49;Que necesito para obtela?;9447442a-54e1-4b8d-9b1f-ded9a5ed0896;[]
441;70;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;En que sitios podo sacala?;79c4f427-ae89-48a3-bd70-496d210c33b4;[]
442;70;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;Podo achegarme a unha oficina para darme de alta?;ce40da5f-386f-4769-8c81-8964364062a7;[]
443;69;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;Onde podo sacar a chave tres seis cinco?;58f773e2-1a62-428d-a9fb-e60f8f537f07;[]
444;69;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;Dime as oficinas onde podo facer a chave, por favor;e20db297-0250-4e07-9c63-ee2b188e2f34;[]
445;69;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;Sabes cales son as oficinas nas que podo obter a chave esta?;efbc0e96-4704-45d5-b301-64b0cc6c1050;[]
446;71;18/08/2022 7:56;;f2f_locations;03/02/2023 11:49;En que lugar se pode un dar de alta?;39a26f6b-51b8-48ce-aa77-36ad036b06f1;[]
447;70;18/08/2022 7:56;;duration;03/02/2023 11:49;Cal é a validez da chave?;e75f6cdc-964c-483a-989b-e9f0462ccd6a;[]
448;69;18/08/2022 7:56;;duration;03/02/2023 11:49;Que duración ten chave tres seis cinco?;eff09733-8308-4b0b-9cc1-8f156a03375a;[]
449;70;18/08/2022 7:56;;duration;03/02/2023 11:49;Ten algún período máximo de tempo?;9c7ba282-7aad-4c2a-b50f-64c0066fc7bd;[]
450;70;18/08/2022 7:56;;duration;03/02/2023 11:49;Cada canto tempo se terá que renovar?;4e52f5ab-fe23-40d7-aebb-1144a1ffb0c7;[]
451;70;18/08/2022 7:56;;duration;03/02/2023 11:49;Sabes canto tempo dura a chave tres seis cinco?;9961aef4-07d5-44d1-b35c-328fe5b2c41c;[]
452;70;18/08/2022 7:56;;duration;03/02/2023 11:49;Durante canto tempo é valida?;b5b6a0d2-0744-4a85-bb91-681b07d01969;[]
453;70;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Quero darme de baixa en chave tres seis cinco;270dab88-26f3-4825-a22d-5fcee62d215f;[]
454;70;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Como fago para borrar a chave?;46fbdea2-fa40-4bc1-9477-4e4d2cb0c403;[]
455;69;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Non sei como eliminar a miña chave;7e0a234a-3f3a-47c8-9cb1-041f9a6304c7;[]
456;69;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Podes indicarme onde podemos darnos de baixa?;0a8f7bda-42a6-4d30-9c0d-ff1d2da5a13a;[]
457;69;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Non vou utilizar máis a chave esta, quero que borres os meus datos;94778dcc-bcec-489c-b89d-3a7777b9adaa;[]
458;70;18/08/2022 7:56;;cancel_chave365;03/02/2023 11:49;Gustaríame cancelar a miña chave tres seis cinco;d89d2f27-7efa-4213-951a-1be0d5a1ad69;[]
459;70;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Como podo modificar os datos da chave?;834346d4-ca2b-474e-8cd6-fba12571ae37;[]
460;70;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Sabes se podo cambiar os meus datos?;8d746304-1e0c-4d90-80d7-188b2a48b3f8;[]
461;70;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Non sei como trocar os datos da chave tres seis cinco;b30bb11d-a704-4cc1-8276-a8e319c46dc3;[]
462;69;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Onde se pode facer unha emenda sobre os datos de chave?;8d7a0046-f75b-48ed-9129-ed53e5980d3a;[]
463;70;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Quero corrixir datos da miña chave;5f75472a-1264-413e-9858-84c66cb969a8;[]
464;70;18/08/2022 7:56;;modify_data;03/02/2023 11:49;Equivoqueime ao cumprimentar o formulario e gustaríame modificar os datos;fb24bb9c-1d81-4c0c-939c-ff96cf80245f;[]
465;70;18/08/2022 7:56;;modify_password;03/02/2023 11:49;Quero saber como modificar o contrasinal de chave tres seis cinco;fc2671c8-6cab-4360-9e8f-13785ba39f99;[]
466;70;18/08/2022 7:56;;modify_password;03/02/2023 11:49;Dime que teño que facer para cambiar o contrasinal;84fa8f52-608a-43e7-b232-8fcddc197e12;[]
467;69;18/08/2022 7:56;;modify_password;03/02/2023 11:49;Como fago para cambiar o contrasinal da miña chave?;8dfa2726-09ad-49e3-a57f-b956455e2cf1;[]
468;70;18/08/2022 7:56;;modify_password;03/02/2023 11:49;Dime que preciso para trocar a clave de chave tres seis cinco;a39550f1-7d82-41aa-a725-b4127021d5bf;[]
469;70;18/08/2022 7:56;;modify_password;03/02/2023 11:49;Poderíasme axudar a restablecer o meu contrasinal?;5afb9283-e4ba-4f38-912a-70de255bdb59;[]
470;70;18/08/2022 7:56;;modify_password;03/02/2023 11:49;A onde teño que ir para renovar o meu acceso á chave?;4688ba10-92cb-4764-95e5-263800b9a9d3;[]
471;70;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Caducóuseme o contrasinal, que fago?;665b11e3-a940-41ef-909c-6126b131896a;[]
472;70;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Non lembro o meu contrasinal;5ba4e581-b99c-4362-bdf2-e34e52b29397;[]
473;70;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Esquecín o contrasinal da chave e non sei que facer;3d390611-163b-41e9-b7fa-92553572bbc6;[]
474;69;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Xa non recordo como era a clave de acceso;6e6c3193-0daf-4b8c-8ee0-df420909aca2;[]
475;70;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Que fago se xa non me funciona a chave porque me caducou o contrasinal?;270b7af9-6258-41c8-b0ee-82d932bc46ae;[]
476;70;18/08/2022 7:56;;expired_password;03/02/2023 11:49;Xa non me lembro do contrasinal, como podo recuperalo?;6de68fb0-bac7-4fc4-8fd8-e9cc0862386c;[]
477;70;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Quen pode solicitar unha valoración do grao de discapacidade?;20765e71-987b-4a91-9579-d60b656bbca4;[]
478;70;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Podo pedilo se son galega e vivo fóra de España?;e395f1af-ddd1-4d29-b51f-e0f71e1e2272;[]
479;70;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Podo solicitalo se son estranxeiro?;b7038fa2-40d7-43bb-92a7-d33d7c13577e;[]
480;70;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Unha persoa estranxeira pode solicitar a valoración da súa discapacidade?;301b7454-1b51-4a14-811a-fa9c0b55fa70;[]
481;71;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Di quen pode pedir esta valoración;f53a5c75-44ec-4dcb-845f-9f136239d645;[]
482;70;18/08/2022 7:56;;who_can_apply;03/02/2023 11:49;Quen pode pedir que lle recoñezan a discapacidade?;e2a7ecb9-25d7-46eb-8fd7-b3fb38fb8612;[]
483;70;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;Como presento a solicitude?;1ce75afb-d00f-44b6-a5c4-259f9f103f59;[]
484;69;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;Como podo solicitar a valoración do grao de discapacidade?;0fd34d88-ca42-4069-8f5d-09246ffe0e28;[]
485;69;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;E como fago para pedir que me valoren?;4d29ec0b-c0a2-4ece-8d63-8bffc70983c6;[]
486;70;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;Gustaríame iniciar o proceso de solicitude do recoñecemento;c0fc1e26-f01c-4177-b692-8b8a77084140;[]
487;69;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;Non sei que teño que facer para comezar a tramitación do recoñecemento de discapacidade;e8520788-1202-4be9-8957-cbc2942234c6;[]
488;69;18/08/2022 7:56;;application_procedure;03/02/2023 11:49;Por onde empezo?;2a317d01-8edc-4a90-9338-1d72b817fd8e;[]
489;70;18/08/2022 7:56;;review_request;03/02/2023 11:49;Onde solicito unha revisión do meu grao de discapacidade?;a100d7c5-0a89-4981-a71c-a63cc6c5a4b6;[]
490;70;18/08/2022 7:56;;review_request;03/02/2023 11:49;Quero solicitar unha revisión;49a4e0ef-3caa-4119-95b6-ab7f7e935de8;[]
491;70;18/08/2022 7:56;;review_request;03/02/2023 11:49;Axuda para solicitar a revisión do grao de discapacidade;6e9902f3-958a-4970-abb5-ad8a1d853aa6;[]
492;70;18/08/2022 7:56;;review_request;03/02/2023 11:49;Onde pido a revisión da miña valoración?;7576aa42-b3ea-4f44-bada-d197d83e1666;[]
493;70;18/08/2022 7:56;;review_request;03/02/2023 11:49;Como podo actualizar o grao de discapacidade?;60735261-b77e-4149-8a71-ac5622d0cac9;[]
494;69;18/08/2022 7:56;;review_request;03/02/2023 11:49;Poderían volver a facerme o recoñecemento?;47b935c2-f545-4721-b4de-82ef6cc4595e;[]
495;70;18/08/2022 7:56;;review_time;03/02/2023 11:49;Cando podo solicitar unha revisión?;331da24f-c14f-45e2-aa0a-e5efe83d5f27;[]
496;70;18/08/2022 7:56;;review_time;03/02/2023 11:49;Canto tempo ten que transcorrer para poder solicitar a revisión da miña valoración da discapacidade?;5cf58526-4167-4b91-86ec-644b68f53982;[]
497;70;18/08/2022 7:56;;review_time;03/02/2023 11:49;Cando podo pedir unha revisión da miña valoración?;2bfa41dc-361f-4a04-a675-3fa9bd4f2958;[]
498;70;18/08/2022 7:56;;review_time;03/02/2023 11:49;Dime cando podo pedir unha revisión do recoñecemento;bdacab14-145e-4ac6-ad8b-9359646a39a8;[]
499;70;18/08/2022 7:56;;review_time;03/02/2023 11:49;Poderías dicirnos cando podemos volver a pedir unha valoración?;6cfc63c7-f297-493a-873a-1e718ff6df39;[]
500;69;18/08/2022 7:56;;review_time;03/02/2023 11:49;Cal é o tempo establecido para poder pedir unha revisión?;446f90b9-abae-40bb-bb6a-9c1f3e7ddebf;[]
501;70;18/08/2022 7:56;;review_alert;03/02/2023 11:49;Sabes como me avisan da revisión?;e67892c2-bbf2-461c-85cb-cc9d5d45410b;[]
502;69;18/08/2022 7:56;;review_alert;03/02/2023 11:49;De que xeito me avisan das revisións?;1b409838-3a59-4e46-97b6-e2cf2c16c222;[]
503;69;18/08/2022 7:56;;review_alert;03/02/2023 11:49;Cando notifican os avisos de revisión?;ed46e05f-68a6-408a-b561-4b95c58e4bfc;[]
504;69;18/08/2022 7:56;;review_alert;03/02/2023 11:49;Notifícanme cando me toque a revisión?;06fcabdd-ba23-435e-9a48-58effaca339f;[]
505;70;18/08/2022 7:56;;review_alert;03/02/2023 11:49;En que momento me van avisar se quero pedir unha revisión?;6a55770f-7edf-4ce7-bf91-e7cea8108971;[]
506;70;18/08/2022 7:56;;review_alert;03/02/2023 11:49;Chaman cando teña que facer a revisión?;6e439b00-66f6-4b20-bc06-4c44e10cc349;[]
507;71;18/08/2022 7:56;;disability_card_definition;03/02/2023 11:49;Que é a tarxeta de discapacidade?;a10207b2-5069-4317-84f4-54a0b9cced1a;[]
508;71;18/08/2022 7:56;;disability_card_definition;03/02/2023 11:49;A tarxeta de discapacidade, vale fóra de Galicia?;70cece39-8edb-4ecb-9d71-1840012583fe;[]
509;70;18/08/2022 7:56;;disability_card_definition;03/02/2023 11:49;Podes dicirnos a utilidade da tarxeta de discapacidade?;b59ead43-17cb-4605-a8a1-5df0da4d5194;[]
510;69;18/08/2022 7:56;;disability_card_definition;03/02/2023 11:49;E para que vale esta tarxeta?;e23747ba-41c5-4fae-892f-a35fbf3fe37f;[]
511;70;18/08/2022 7:57;;disability_card_definition;03/02/2023 11:49;Como funciona a tarxeta de discapacidade?;0355e594-0b96-4647-9116-7344749f9e42;[]
512;69;18/08/2022 7:57;;disability_card_definition;03/02/2023 11:49;Non sei que é a tarxeta de discapacidade;9476061c-98e8-481a-afcc-57c093317dba;[]
513;69;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Extraviei a miña tarxeta de discapacidade, como podo solicitar outra?;ebab0d5f-a46a-48a9-b297-8e31456cb480;[]
514;71;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Roubáronlle a tarxeta de discapacidade á miña filla;0a051f26-9a3c-4a18-9549-7ad7f1f4ffdb;[]
515;70;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Roubáronme a tarxeta de discapacidade;1de439ec-b051-4045-93d6-ac15eaa41a81;[]
516;70;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Que fago se non atopo a miña tarxeta?;97f355cf-5990-4242-a91f-2406e59b8e65;[]
517;69;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Quero pedir de novo unha tarxeta porque perdín a miña;93647120-d97b-4fc2-a67a-9280b5b8b19d;[]
518;70;18/08/2022 7:57;;disability_card_application_theft_loss;03/02/2023 11:49;Non dou localizado a miña tarxeta, teño dereito a unha nova?;30302073-7bb1-4884-8853-1ba285bb1a1b;[]
519;70;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:49;Onde podo atopar os beneficios da tarxeta de discapacidade?;d1f233d7-01e4-4650-a602-1ad32992cd48;[]
520;69;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:50;Cales son os beneficios de ter a tarxeta de discapacidade?;fe32025d-8567-4967-b6d4-dcd25ffb5b04;[]
521;70;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:50;Onde podo empregar a tarxeta?;95857c72-db86-442a-a2a3-627147b2632d;[]
522;69;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:50;Cales son as vantaxes de empregar a tarxeta?;003fe601-11f5-44a1-93ac-f8eb1a575673;[]
523;70;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:50;Dáme información de onde podo utilizar a tarxeta;3e79a65e-02a0-4f3d-a7b8-078f65e8595e;[]
524;69;18/08/2022 7:57;;disability_card_benefits;03/02/2023 11:50;Quero saber en que sitios podo empregar a tarxeta;761a509f-22c1-4fb0-8b0f-3e8572a28f72;[]
525;70;18/08/2022 7:57;;documentation;03/02/2023 11:50;Que documentación preciso para presentar a solicitude?;9af72f8b-7e3b-42c0-a334-3db2dd0a4454;[]
526;69;18/08/2022 7:57;;documentation;03/02/2023 11:50;Podes botarme unha man coa documentación necesaria?;16e41f0a-3b73-43e9-904f-80d1da51eb5d;[]
527;69;18/08/2022 7:57;;documentation;03/02/2023 11:50;Necesito achegar algún tipo de documentación?;39f92422-d894-4490-baad-b227c38f1a8d;[]
528;69;18/08/2022 7:57;;documentation;03/02/2023 11:50;Que arquivos teño que enviar para facer a solicitude?;859900e7-a0a4-40f6-8652-56fe1746d450;[]
529;70;18/08/2022 7:57;;documentation;03/02/2023 11:50;Podes dicirme que informes teño que presentar para a solicitude?;a109da79-1944-48ac-b1ee-0f6a0e241006;[]
530;70;18/08/2022 7:57;;documentation;03/02/2023 11:50;Cales son os documentos a presentar na sede xunto coa solicitude?;5f87758a-7754-49b9-80c4-77ef7fa0347e;[]
531;69;18/08/2022 7:57;;validity;03/02/2023 11:50;Desde cando ten validez o recoñecemento?;bc221e67-2f48-4253-8517-97d4a72cd2ea;[]
532;70;18/08/2022 7:57;;validity;03/02/2023 11:50;Canto dura o recoñecemento?;76ff81e7-5e98-432a-b553-aec28ba39620;[]
533;70;18/08/2022 7:57;;validity;03/02/2023 11:50;Cal é a vixencia da resolución?;37e775c3-e9cd-431f-9713-a3b0b8782c8b;[]
534;69;18/08/2022 7:57;;validity;03/02/2023 11:50;Onde podo ver ata cando dura o recoñecemento?;cb385128-9e95-49e9-89bf-b5924454a1e7;[]
535;69;18/08/2022 7:57;;validity;03/02/2023 11:50;Sabes cal é a duración?;a7a1aef2-a4aa-468f-8306-05a0ab85a2d8;[]
536;70;18/08/2022 7:57;;validity;03/02/2023 11:50;Sabes onde vén especificada a vixencia do recoñecemento?;a5334c0c-b1f9-4a52-92d8-32b545ccb7ba;[]
537;70;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;Que é a Tarxeta Benvida?;ffb15c7f-aa3c-4923-810a-48b936bf2bec;[]
538;70;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;Para que serve a Tarxeta Benvida?;9e1541c4-cc43-4f7e-abf2-76f969aef777;[]
539;70;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;Gustaríanos saber que é a Tarxeta Benvida;98fded6b-718d-4c65-aece-08aae529a754;[]
540;70;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;Non sei para que serve esta tarxeta;907610a8-c99b-4561-9b9b-ea72c87b24de;[]
541;69;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;A Tarxeta Benvida para que serve?;3df0b2df-10ad-4665-b18d-2a78d31e5c54;[]
542;70;18/08/2022 7:57;;tarxeta_benvida_definition;03/02/2023 11:50;Quero saber que é a tarxeta;565155ee-7b39-4a2a-9e79-7909d801bbc1;[]
543;70;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Quen pode beneficiarse desta axuda?;104e0dc2-9df8-4808-940f-c55b90b0e62e;[]
544;70;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Sabes quen pode pedir esta axuda?;6eb25f5b-13d3-4967-85f4-545fc318184d;[]
545;69;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Non teño claro se podo pedir a tarxeta;6541d59d-f484-43bd-b7f0-6de28ae8a831;[]
546;69;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Esta axuda económica, a quen vai dirixida?;9d5ea373-0950-41d5-80d7-2fc594f49fea;[]
547;70;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Dime quen pode pedir a Tarxeta Benvida;cbf9903e-2aec-4222-a6e6-cae4a872e4c8;[]
548;72;18/08/2022 7:57;;beneficiaries;03/02/2023 11:50;Quen pode solicitala?;f0994d34-4646-477b-9177-701a6da493d5;[]
549;69;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Cal é o prazo para a resolución da miña solicitude?;28fc4bb8-7539-45cc-b32d-5e7f7f3006f6;[]
550;70;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Canto tempo tardan en valorar?;1bd7f7d2-da4d-4f2c-83fd-fdd5bd36b090;[]
551;70;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Canto tempo teño que esperar por unha resposta?;d95a8bb4-0356-40d6-a012-f84fda71c4cf;[]
552;70;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Sabes cal é o tempo que tardan en resolver?;9c6008b4-155b-428e-8e45-1b11e0642101;[]
553;70;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Tardan moito en enviarche a tarxeta?;2ab57f5c-cdb4-44bb-9874-a90f47c3b45b;[]
554;69;18/08/2022 7:57;;resolution_time;03/02/2023 11:50;Canto soen tardar en aceptar ou denegar a solicitude?;1a75346c-b93e-460a-a5c9-0235575a48dd;[]
555;70;18/08/2022 7:57;;requirements;03/02/2023 11:50;Cales son os requisitos para obter a axuda?;b762bc23-9c49-4a65-9761-2f248e921d4d;[]
556;70;18/08/2022 7:57;;requirements;03/02/2023 11:50;Non sei os requisitos de acceso á tarxeta;76f691fb-fcbe-4a17-ae7b-c69b833a2bc4;[]
557;69;18/08/2022 7:57;;requirements;03/02/2023 11:50;Que preciso para acceder á axuda?;77665577-05e7-4050-ab1e-367a04a57e49;[]
558;69;18/08/2022 7:57;;requirements;03/02/2023 11:50;Quero saber os requisitos para obter a Tarxeta Benvida;bb372fd3-49de-4646-a97b-2f212f21defb;[]
559;69;18/08/2022 7:57;;requirements;03/02/2023 11:50;Que condicións son imprescindibles para que cha dean?;74a6c6a0-b108-44be-9861-ef89acaaac4d;[]
560;70;18/08/2022 7:57;;requirements;03/02/2023 11:50;Dime os requisitos desta prestación, por favor;5f658415-08fb-4234-a910-ef47a55670f1;[]
561;70;18/08/2022 7:57;;quantities;03/02/2023 11:50;Cal e o importe da prestación?;7ca6c4ef-dde5-46c8-98d9-e2082d760f59;[]
562;69;18/08/2022 7:57;;quantities;03/02/2023 11:50;E cantos cartos dan de axuda?;75f8ae07-8dc1-435f-9b26-ef9020556d4a;[]
563;70;18/08/2022 7:57;;quantities;03/02/2023 11:50;Poderías dicirme cal é o importe da axuda na miña situación?;f5fa3aa5-60e0-4342-9a6a-1e019b2276d5;[]
564;69;18/08/2022 7:57;;quantities;03/02/2023 11:50;Canto me pagarán en total?;58ebce7b-c4aa-4b2b-b320-ce08f5804e49;[]
565;69;18/08/2022 7:57;;quantities;03/02/2023 11:50;Cal é a contía da axuda?;fadba951-b3f4-417f-ae3f-94a107d225b3;[]
566;70;18/08/2022 7:57;;quantities;03/02/2023 11:50;Non sei o diñeiro que teño dispoñible coa axuda;0772552d-b159-4671-b98d-7842df51e6cb;[]
567;70;18/08/2022 7:57;;submission_deadline;03/02/2023 11:50;Cal é o prazo para presentar a solicitude?;a14ed495-3d34-4111-a37b-ac284ff78f9a;[]
568;70;18/08/2022 7:57;;submission_deadline;03/02/2023 11:51;Cando podo presentar a solicitude para obter a tarxeta?;92ba4579-5ccc-4425-a434-e2d84aaddf66;[]
569;69;18/08/2022 7:57;;submission_deadline;03/02/2023 11:51;Canto tempo teño para solicitala?;b0e275eb-53e0-4ec2-9544-37a347355e48;[]
